'Pair','TF','StartDate','EndDate','TotalTrades','TotalNetProfit','Max.DD','AnnualProfit','Winrate','Sharpe','Calmar','WinningStrike','LosingStrike','LargestWinning','LargestLosing','Num.ofWins','Num.ofLosses','MarketChange'
'MATIC-USDT','5m','2021-05-25','2021-06-14','6','15.15','-0.74',1230,'83','9.62','1662.75','3','1',386,-153,'5','1','-15.79'
'MATIC-USDT','5m','2021-05-24','2021-06-13','6','15.15','-0.74',1230,'83','9.62','1662.75','3','1',386,-153,'5','1','22.65'
'MATIC-USDT','5m','2021-05-23','2021-06-12','6','14.97','-0.74',1191,'83','9.54','1611.27','3','1',368,-153,'5','1','5.52'
'MATIC-USDT','5m','2021-05-21','2021-06-10','5','11.29','-0.74',614,'80','8.13','830.0','2','1',363,-153,'4','1','-18.42'
'MATIC-USDT','5m','2021-05-28','2021-06-17','8','16.25','-1.88',1488,'75','9.1','791.95','3','1',386,-219,'6','2','-26.93'
'MATIC-USDT','5m','2021-05-30','2021-06-19','8','15.99','-1.88',1423,'75','8.92','757.67','3','1',386,-219,'6','2','-18.46'
'MATIC-USDT','5m','2021-06-01','2021-06-21','8','15.99','-1.88',1423,'75','8.92','757.67','3','1',386,-219,'6','2','-24.71'
'MATIC-USDT','5m','2021-05-29','2021-06-18','8','15.99','-1.88',1423,'75','8.92','757.67','3','1',386,-219,'6','2','-17.7'
'MATIC-USDT','5m','2021-06-14','2021-07-04','8','11.36','-1.88',617,'75','7.24','328.31','4','1',349,-197,'6','2','-24.49'
'MATIC-USDT','5m','2021-06-05','2021-06-25','9','14.6','-3.65',1126,'67','7.57','308.21','3','2',384,-216,'6','3','-26.36'
'MATIC-USDT','5m','2021-06-04','2021-06-24','9','14.6','-3.65',1126,'67','7.57','308.21','3','2',384,-216,'6','3','-35.47'
'MATIC-USDT','5m','2021-06-02','2021-06-22','9','14.6','-3.65',1126,'67','7.57','308.21','3','2',384,-216,'6','3','-39.82'
'MATIC-USDT','5m','2021-06-16','2021-07-06','8','11.2','-2.04',596,'75','7.06','292.78','4','1',356,-231,'6','2','-32.16'
'MATIC-USDT','5m','2021-08-30','2021-09-19','10','13.34','-4.03',916,'60','7.18','227.37','3','3',362,-174,'6','4','-3.7'
'MATIC-USDT','5m','2021-08-31','2021-09-20','10','12.84','-4.03',838,'60','7.04','207.88','4','3',353,-169,'6','4','0.14'
'MATIC-USDT','5m','2021-09-09','2021-09-29','9','7.58','-3.04',293,'56','5.29','96.15','4','2',368,-180,'5','4','-21.4'
'MATIC-USDT','5m','2021-09-08','2021-09-28','8','6.74','-3.04',240,'50','4.75','78.94','4','2',368,-180,'4','4','-20.38'
'MATIC-USDT','5m','2021-05-17','2021-06-06','3','4.48','-1.6',126,'67','4.01','78.7','2','1',350,-169,'2','1','-12.71'
'MATIC-USDT','5m','2021-05-14','2021-06-03','3','4.48','-1.6',126,'67','4.04','78.63','1','1',346,-175,'2','1','71.98'
'MATIC-USDT','5m','2021-05-16','2021-06-05','3','4.48','-1.6',126,'67','4.04','78.63','1','1',346,-175,'2','1','1.99'
'MATIC-USDT','5m','2021-09-05','2021-09-25','9','7.04','-4.03',258,'56','5.0','64.01','4','3',364,-178,'5','4','-35.33'
'MATIC-USDT','5m','2021-06-10','2021-06-30','8','6.75','-3.65',233,'62','4.21','63.75','4','2',355,-200,'5','3','-21.2'
'MATIC-USDT','5m','2021-06-11','2021-07-01','8','6.75','-3.65',233,'62','4.21','63.75','4','2',355,-200,'5','3','-14.24'
'MATIC-USDT','5m','2021-08-18','2021-09-07','6','5.14','-2.61',158,'50','3.65','60.81','2','2',353,-174,'3','3','21.85'
'MATIC-USDT','5m','2021-05-18','2021-06-07','5','3.42','-1.6',90,'60','3.1','56.27','2','1',350,-169,'3','2','-9.8'
'MATIC-USDT','5m','2021-09-22','2021-10-12','11','5.6','-3.8',196,'45','3.47','51.47','3','3',353,-165,'5','6','18.78'
'MATIC-USDT','5m','2021-09-07','2021-09-27','9','5.46','-4.03',182,'44','3.96','45.24','4','3',364,-178,'4','5','-31.81'
'MATIC-USDT','5m','2021-08-19','2021-09-08','7','3.87','-2.61',114,'43','2.9','43.92','2','2',353,-174,'3','4','1.95'
'MATIC-USDT','5m','2021-08-26','2021-09-15','9','4.81','-4.03',145,'44','2.96','36.06','2','3',356,-176,'4','5','-13.6'
'MATIC-USDT','5m','2021-06-25','2021-07-15','13','7.05','-7.04',254,'54','3.65','36.02','2','4',344,-218,'7','6','-22.85'
'MATIC-USDT','5m','2021-06-20','2021-07-10','11','6.24','-7.04',207,'55','3.39','29.46','3','4',356,-225,'6','5','-22.57'
'MATIC-USDT','5m','2021-06-19','2021-07-09','11','6.24','-7.04',207,'55','3.39','29.46','3','4',356,-225,'6','5','-24.18'
'MATIC-USDT','5m','2021-05-09','2021-05-29','2','1.72','-1.6',39,'50','2.02','24.13','1','1',346,-175,'1','1','113.64'
'MATIC-USDT','5m','2021-05-10','2021-05-30','2','1.72','-1.6',39,'50','2.02','24.13','1','1',346,-175,'1','1','75.17'
'MATIC-USDT','5m','2021-08-22','2021-09-11','8','2.29','-2.61',63,'38','1.83','24.01','2','2',353,-174,'3','5','-17.92'
'MATIC-USDT','5m','2021-09-18','2021-10-08','8','3.01','-3.8',89,'38','2.33','23.47','2','3',347,-171,'3','5','-10.62'
'MATIC-USDT','5m','2021-07-31','2021-08-20','7','1.38','-2.25',39,'29','1.74','17.15','1','3',349,-167,'2','5','38.29'
'MATIC-USDT','5m','2021-06-23','2021-07-13','12','4.18','-7.04',116,'50','2.38','16.41','2','4',344,-218,'6','6','-6.72'
'MATIC-USDT','5m','2021-06-24','2021-07-14','12','4.18','-7.04',116,'50','2.38','16.41','2','4',344,-218,'6','6','-19.34'
'MATIC-USDT','5m','2021-07-06','2021-07-26','10','2.74','-5.11',67,'40','1.71','13.12','2','3',350,-189,'4','6','-14.62'
'MATIC-USDT','5m','2021-08-13','2021-09-02','5','1.64','-4.17',40,'40','1.59','9.55','2','3',341,-171,'2','3','11.22'
'MATIC-USDT','5m','2021-07-05','2021-07-25','10','2.17','-7.04',50,'40','1.37','7.14','2','4',343,-204,'4','6','-17.13'
'MATIC-USDT','5m','2021-09-20','2021-10-10','10','0.74','-3.8',26,'30','0.94','6.79','2','3',341,-165,'3','7','2.77'
'MATIC-USDT','5m','2021-07-13','2021-08-02','9','0.04','-6.29',6,'33','0.33','0.94','1','4',351,-181,'3','6','5.58'
'MATIC-USDT','5m','2021-07-10','2021-07-30','9','-0.51','-6.29',-7,'33','-0.1','-1.05','2','4',356,-184,'3','6','-1.79'
'MATIC-USDT','5m','2021-07-17','2021-08-06','9','-2.81','-6.29',-36,'22','-1.66','-5.8','1','4',347,-179,'2','7','31.18'
'MATIC-USDT','5m','2021-08-12','2021-09-01','4','-1.77','-4.17',-25,'25','-1.68','-5.98','1','3',261,-171,'1','3','-1.96'
'MATIC-USDT','5m','2021-08-04','2021-08-24','6','-1.97','-3.06',-25,'17','-1.84','-8.34','1','3',340,-173,'1','5','58.85'
'MATIC-USDT','5m','2021-08-08','2021-08-28','4','-5.11','-4.74',-59,'0','-8.59','-12.4','0','4',0,-170,'0','4','30.66'
'MATIC-USDT','5m','2021-08-07','2021-08-27','4','-5.11','-4.74',-59,'0','-8.59','-12.4','0','4',0,-170,'0','4','27.02'
